,party,vote,item,variable,value
602,PSD,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Não,1
603,PR,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Não,0
604,PSD,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Não,0
605,PR,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Não,16
606,PSD,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Não,17
607,PR,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Não,29
608,PSD,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Não,5
609,PR,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Não,1
610,PSD,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Não,2
611,PR,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Não,26
612,PSD,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Não,14
613,PR,vote.6369,Voto facultativo para todas as eleições,Não,25
614,PSD,vote.6369,Voto facultativo para todas as eleições,Não,20
615,PR,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Não,1
616,PSD,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Não,3
617,PR,vote.6371,Eleições municipais e gerais em um único ano,Não,9
618,PSD,vote.6371,Eleições municipais e gerais em um único ano,Não,15
619,PR,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Não,0
620,PSD,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Não,1
621,PR,vote.6373,idade mínima de 18 anos,Não,2
622,PSD,vote.6373,idade mínima de 18 anos,Não,7
623,PR,vote.6374,Redução da idade mínima para 29 anos,Não,4
624,PSD,vote.6374,Redução da idade mínima para 29 anos,Não,0
625,PR,vote.6375,4 de janeiro para governadores e 5 para presidente,Não,0
626,PSD,vote.6375,4 de janeiro para governadores e 5 para presidente,Não,1
627,PR,vote.6377,Cotas para mulheres no legislativo,Não,8
628,PSD,vote.6377,Cotas para mulheres no legislativo,Não,8
629,PR,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Não,0
630,PSD,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Não,0
631,PR,vote.6379,Federação partidária,Não,25
632,PSD,vote.6379,Federação partidária,Não,10
633,PR,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Não,25
634,PSD,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Não,29
635,PR,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Não,23
636,PSD,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Não,27
637,PR,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Não,0
638,PSD,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Não,1
639,PR,vote.6384,Janela de 30 dias para migração entre partidos,Não,1
640,PSD,vote.6384,Janela de 30 dias para migração entre partidos,Não,19
641,PR,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Não,25
642,PSD,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Não,5
643,PR,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Não,28
644,PSD,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Não,17
645,PSB,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Não,26
646,PSB,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Não,30
647,PSB,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Não,25
648,PSB,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Não,14
649,PSB,vote.6356,Financiamento público e doações apenas de pessoas físicas,Não,10
650,PSB,vote.6357,Financiamento exclusivamente público,Não,25
651,PSB,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Não,14
652,PSB,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Não,1
653,PSB,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Não,16
654,PSB,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Não,2
655,PSB,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Não,16
656,PSB,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Não,21
657,PSB,vote.6369,Voto facultativo para todas as eleições,Não,27
658,PSB,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Não,1
659,PSB,vote.6371,Eleições municipais e gerais em um único ano,Não,4
660,PSB,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Não,0
661,PSB,vote.6373,idade mínima de 18 anos,Não,5
662,PSB,vote.6374,Redução da idade mínima para 29 anos,Não,6
663,PSB,vote.6375,4 de janeiro para governadores e 5 para presidente,Não,2
664,PSB,vote.6377,Cotas para mulheres no legislativo,Não,7
665,PSB,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Não,0
666,PSB,vote.6379,Federação partidária,Não,24
667,PSB,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Não,18
668,PSB,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Não,26
669,PSB,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Não,0
670,PSB,vote.6384,Janela de 30 dias para migração entre partidos,Não,14
671,PSB,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Não,1
672,PSB,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Não,26
673,PTB,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Não,23
674,PTB,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Não,21
675,PTB,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Não,3
676,PTB,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Não,0
677,PTB,vote.6356,Financiamento público e doações apenas de pessoas físicas,Não,20
678,PTB,vote.6357,Financiamento exclusivamente público,Não,22
679,PTB,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Não,0
680,PTB,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Não,3
681,PTB,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Não,13
682,PTB,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Não,14
683,PTB,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Não,1
684,PTB,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Não,7
685,PTB,vote.6369,Voto facultativo para todas as eleições,Não,14
686,PTB,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Não,7
687,PTB,vote.6371,Eleições municipais e gerais em um único ano,Não,5
688,PTB,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Não,1
689,PTB,vote.6373,idade mínima de 18 anos,Não,2
690,PTB,vote.6374,Redução da idade mínima para 29 anos,Não,1
691,PTB,vote.6375,4 de janeiro para governadores e 5 para presidente,Não,0
692,PTB,vote.6377,Cotas para mulheres no legislativo,Não,7
693,PTB,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Não,0
694,PTB,vote.6379,Federação partidária,Não,19
695,PTB,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Não,17
696,PTB,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Não,20
697,PTB,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Não,1
698,PTB,vote.6384,Janela de 30 dias para migração entre partidos,Não,0
699,PTB,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Não,21
700,PTB,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Não,12
701,DEM,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Não,17
702,DEM,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Não,10
703,DEM,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Não,4
704,DEM,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Não,5
705,DEM,vote.6356,Financiamento público e doações apenas de pessoas físicas,Não,0
706,DEM,vote.6357,Financiamento exclusivamente público,Não,16
707,DEM,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Não,0
708,DEM,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Não,5
709,DEM,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Não,8
710,DEM,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Não,8
711,DEM,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Não,1
712,DEM,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Não,7
713,DEM,vote.6369,Voto facultativo para todas as eleições,Não,1
714,DEM,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Não,15
715,DEM,vote.6371,Eleições municipais e gerais em um único ano,Não,11
716,DEM,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Não,0
717,DEM,vote.6373,idade mínima de 18 anos,Não,5
718,DEM,vote.6374,Redução da idade mínima para 29 anos,Não,3
719,DEM,vote.6375,4 de janeiro para governadores e 5 para presidente,Não,0
720,DEM,vote.6377,Cotas para mulheres no legislativo,Não,4
721,DEM,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Não,0
722,DEM,vote.6379,Federação partidária,Não,5
723,DEM,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Não,18
724,DEM,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Não,15
725,DEM,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Não,3
726,DEM,vote.6384,Janela de 30 dias para migração entre partidos,Não,8
727,DEM,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Não,9
728,DEM,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Não,14
729,PRB,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Não,19
730,PRB,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Não,18
731,PRB,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Não,20
732,PRB,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Não,18
733,PRB,vote.6356,Financiamento público e doações apenas de pessoas físicas,Não,17
734,PRB,vote.6357,Financiamento exclusivamente público,Não,20
735,PRB,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Não,0
736,PRB,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Não,0
737,PRB,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Não,9
738,PRB,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Não,18
739,PRB,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Não,0
740,PRB,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Não,12
741,PRB,vote.6369,Voto facultativo para todas as eleições,Não,14
742,PRB,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Não,12
743,PRB,vote.6371,Eleições municipais e gerais em um único ano,Não,13
744,PRB,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Não,0
745,PRB,vote.6373,idade mínima de 18 anos,Não,8
746,PRB,vote.6374,Redução da idade mínima para 29 anos,Não,5
747,PRB,vote.6375,4 de janeiro para governadores e 5 para presidente,Não,0
748,PRB,vote.6377,Cotas para mulheres no legislativo,Não,8
749,PRB,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Não,0
750,PRB,vote.6379,Federação partidária,Não,17
751,PRB,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Não,17
752,PRB,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Não,15
753,PRB,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Não,0
754,PRB,vote.6384,Janela de 30 dias para migração entre partidos,Não,1
755,PRB,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Não,11
756,PRB,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Não,13
757,PDT,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Não,16
758,PDT,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Não,17
759,PDT,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Não,17
760,PDT,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Não,16
761,PDT,vote.6356,Financiamento público e doações apenas de pessoas físicas,Não,0
762,PDT,vote.6357,Financiamento exclusivamente público,Não,2
763,PDT,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Não,14
764,PDT,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Não,1
765,PDT,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Não,8
766,PDT,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Não,5
767,PDT,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Não,0
768,PDT,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Não,12
769,PDT,vote.6369,Voto facultativo para todas as eleições,Não,13
770,PDT,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Não,1
771,PDT,vote.6371,Eleições municipais e gerais em um único ano,Não,2
772,PDT,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Não,0
773,PDT,vote.6373,idade mínima de 18 anos,Não,0
774,PDT,vote.6374,Redução da idade mínima para 29 anos,Não,8
775,PDT,vote.6375,4 de janeiro para governadores e 5 para presidente,Não,0
776,PDT,vote.6377,Cotas para mulheres no legislativo,Não,0
777,PDT,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Não,0
778,PDT,vote.6379,Federação partidária,Não,19
779,PDT,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Não,14
780,PDT,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Não,16
781,PDT,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Não,0
782,PDT,vote.6384,Janela de 30 dias para migração entre partidos,Não,0
783,PDT,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Não,2
784,PDT,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Não,17
785,Solidarie,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Não,11
786,Solidarie,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Não,12
787,Solidarie,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Não,6
788,Solidarie,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Não,3
789,Solidarie,vote.6356,Financiamento público e doações apenas de pessoas físicas,Não,13
790,Solidarie,vote.6357,Financiamento exclusivamente público,Não,12
791,Solidarie,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Não,1
792,Solidarie,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Não,1
793,Solidarie,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Não,6
794,Solidarie,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Não,13
795,Solidarie,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Não,0
796,Solidarie,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Não,11
797,Solidarie,vote.6369,Voto facultativo para todas as eleições,Não,6
798,Solidarie,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Não,1
799,Solidarie,vote.6371,Eleições municipais e gerais em um único ano,Não,1
800,Solidarie,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Não,0
801,Solidarie,vote.6373,idade mínima de 18 anos,Não,1
802,Solidarie,vote.6374,Redução da idade mínima para 29 anos,Não,0
803,Solidarie,vote.6375,4 de janeiro para governadores e 5 para presidente,Não,0
804,Solidarie,vote.6377,Cotas para mulheres no legislativo,Não,2
805,Solidarie,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Não,0
806,Solidarie,vote.6379,Federação partidária,Não,2
807,Solidarie,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Não,13
808,Solidarie,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Não,13
809,Solidarie,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Não,1
810,Solidarie,vote.6384,Janela de 30 dias para migração entre partidos,Não,0
811,Solidarie,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Não,2
812,Solidarie,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Não,9
813,PCdoB,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Não,0
814,PSC,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Não,11
815,PCdoB,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Não,13
816,PSC,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Não,9
817,PCdoB,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Não,0
818,PSC,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Não,3
819,PCdoB,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Não,13
820,PSC,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Não,5
821,PCdoB,vote.6356,Financiamento público e doações apenas de pessoas físicas,Não,0
822,PSC,vote.6356,Financiamento público e doações apenas de pessoas físicas,Não,11
823,PCdoB,vote.6357,Financiamento exclusivamente público,Não,0
824,PSC,vote.6357,Financiamento exclusivamente público,Não,12
825,PCdoB,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Não,13
826,PSC,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Não,1
827,PCdoB,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Não,0
828,PSC,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Não,0
829,PCdoB,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Não,10
830,PSC,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Não,5
831,PCdoB,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Não,13
832,PSC,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Não,10
833,PCdoB,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Não,0
834,PSC,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Não,1
835,PCdoB,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Não,10
836,PSC,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Não,3
837,PCdoB,vote.6369,Voto facultativo para todas as eleições,Não,11
838,PSC,vote.6369,Voto facultativo para todas as eleições,Não,3
839,PCdoB,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Não,13
840,PSC,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Não,3
841,PCdoB,vote.6371,Eleições municipais e gerais em um único ano,Não,12
842,PSC,vote.6371,Eleições municipais e gerais em um único ano,Não,1
843,PCdoB,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Não,0
844,PSC,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Não,0
845,PCdoB,vote.6373,idade mínima de 18 anos,Não,0
846,PSC,vote.6373,idade mínima de 18 anos,Não,6
847,PCdoB,vote.6374,Redução da idade mínima para 29 anos,Não,0
848,PSC,vote.6374,Redução da idade mínima para 29 anos,Não,3
849,PCdoB,vote.6375,4 de janeiro para governadores e 5 para presidente,Não,0
850,PSC,vote.6375,4 de janeiro para governadores e 5 para presidente,Não,0
851,PCdoB,vote.6377,Cotas para mulheres no legislativo,Não,0
852,PSC,vote.6377,Cotas para mulheres no legislativo,Não,3
853,PCdoB,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Não,0
854,PSC,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Não,0
855,PCdoB,vote.6379,Federação partidária,Não,0
856,PSC,vote.6379,Federação partidária,Não,9
857,PCdoB,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Não,9
858,PSC,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Não,7
859,PCdoB,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Não,10
860,PSC,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Não,9
861,PCdoB,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Não,0
862,PSC,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Não,1
863,PCdoB,vote.6384,Janela de 30 dias para migração entre partidos,Não,11
864,PSC,vote.6384,Janela de 30 dias para migração entre partidos,Não,0
865,PCdoB,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Não,10
866,PSC,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Não,7
867,PCdoB,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Não,8
868,PSC,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Não,8
869,PROS,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Não,11
870,PROS,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Não,6
871,PROS,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Não,8
872,PROS,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Não,9
873,PROS,vote.6356,Financiamento público e doações apenas de pessoas físicas,Não,6
874,PROS,vote.6357,Financiamento exclusivamente público,Não,11
875,PROS,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Não,7
876,PROS,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Não,0
877,PROS,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Não,6
878,PROS,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Não,6
879,PROS,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Não,3
880,PROS,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Não,7
881,PROS,vote.6369,Voto facultativo para todas as eleições,Não,5
882,PROS,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Não,3
883,PROS,vote.6371,Eleições municipais e gerais em um único ano,Não,4
884,PROS,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Não,0
885,PROS,vote.6373,idade mínima de 18 anos,Não,2
886,PROS,vote.6374,Redução da idade mínima para 29 anos,Não,1
887,PROS,vote.6375,4 de janeiro para governadores e 5 para presidente,Não,0
888,PROS,vote.6377,Cotas para mulheres no legislativo,Não,6
889,PROS,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Não,0
890,PROS,vote.6379,Federação partidária,Não,3
891,PROS,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Não,11
892,PROS,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Não,10
893,PROS,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Não,2
894,PROS,vote.6384,Janela de 30 dias para migração entre partidos,Não,1
895,PROS,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Não,2
896,PROS,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Não,9
897,PPS,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Não,8
898,PPS,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Não,0
899,PPS,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Não,9
900,PPS,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Não,10
901,PPS,vote.6356,Financiamento público e doações apenas de pessoas físicas,Não,0
902,PPS,vote.6357,Financiamento exclusivamente público,Não,10
903,PPS,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Não,11
904,PPS,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Não,1
905,PPS,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Não,6
906,PPS,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Não,1
907,PPS,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Não,0
908,PPS,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Não,10
909,PPS,vote.6369,Voto facultativo para todas as eleições,Não,2
910,PPS,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Não,11
911,PPS,vote.6371,Eleições municipais e gerais em um único ano,Não,11
912,PPS,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Não,0
913,PPS,vote.6373,idade mínima de 18 anos,Não,0
914,PPS,vote.6374,Redução da idade mínima para 29 anos,Não,0
915,PPS,vote.6375,4 de janeiro para governadores e 5 para presidente,Não,0
916,PPS,vote.6377,Cotas para mulheres no legislativo,Não,0
917,PPS,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Não,0
